순번,시도본부,소방서명,119안전센터명,주소,전화번호,팩스번호
491,경기도,용인소방서,이동119안전센터,경기도 용인시 처인구 이동면 백옥대로 416-2,031-8021-0561,031-280-8628
492,경기도,용인소방서,포곡119안전센터,경기도 용인시 처인구 포곡읍 포곡로 252,031-8021-0551,031-280-8627
493,경기도,의왕소방서,고천119안전센터,경기도 의왕시 오봉로 9,031-596-0501,031-280-8861
494,경기도,의왕소방서,백운119안전센터,경기도 의왕시 안양판교로 187,031-596-0531,031-280-8863
495,경기도,의왕소방서,부곡119안전센터,경기도 의왕시 오봉로 289,031-596-0521,031-280-8862
496,경기도,이천소방서,관고119안전센터,경기도 이천시 경충대로 2739,031-645-5463,031-280-8721
497,경기도,이천소방서,대월119안전센터,경기도 이천시 대월면 경충대로 1973,031-645-5512,031-280-8722
498,경기도,이천소방서,마장119안전센터,경기도 이천시 마장면 중앙로 87,031-645-5532,031-280-8724
499,경기도,이천소방서,장호원119안전센터,경기도 이천시 장호원읍 서동대로8829번길 71,031-645-5525,031-280-8723
500,경기도,평택소방서,비전119안전센터,경기도 평택시 중앙로 273(비전동),031-8053-6501,031-280-8662
501,경기도,평택소방서,세교119안전센터,경기도 평택시 세교4로21(세교동),031-8053-6551,031-280-8659
502,경기도,평택소방서,신평119안전센터,경기도 평택시 평택로 2(합정동),031-8053-6561,031-280-8659
503,경기도,평택소방서,안중119안전센터,경기도 평택시 안중읍 안현로서 7길 28,031-8053-6531,031-280-8663
504,경기도,평택소방서,팽성119안전센터,경기도 평택시 팽성읍 팽성송화로 172,031-8053-6511,031-280-8664
505,경기도,평택소방서,포승119안전센터,경기도 평택시 포승읍 평택항로 156번길 11,031-8053-6551,031-280-8665
506,경기도,하남소방서,감일119안전센터,경기도 하남시 감일백제로 77 (감이동),031-799-4512,031-280-8779
507,경기도,하남소방서,덕풍119안전센터,경기도 하남시 덕풍서로 60 (덕풍동),031-799-4532,031-280-8784
508,경기도,하남소방서,미사119안전센터,경기도 하남시 미사강변대로 190 (망월동),031-799-4542,031-280-8779
509,경기도,하남소방서,신장119안전센터,경기도 하남시 대청로 76 (신장동),031-799-4502,031-280-8782
510,경기도,화성소방서,남양119안전센터,경기도 화성시 주석로 29,031-8012-6551,031-280-8852
511,경기도,화성소방서,목동119안전센터,경기도 화성시 동탄신리천로 359,031-8012-6461,031-280-8855
512,경기도,화성소방서,반송119안전센터,경기도 화성시 동탄반석로 188,031-8012-6531,031-280-8850
513,경기도,화성소방서,봉담119안전센터,경기도 화성시 봉담읍 동화새터길 135,031-8012-6561,031-280-8853
514,경기도,화성소방서,새솔119안전센터,경기도 경기 화성시 수노을2로 21,031-8012-6351,031-280-8852
515,경기도,화성소방서,장안119안전센터,경기도 화성시 장안면 3.1만세로 119,031-8012-6571,031-280-8854
516,경기도,화성소방서,정남119안전센터,경기도 화성시 정남면 정남동로 514,031-8012-6522,031-280-8849
517,경기도,화성소방서,태안119안전센터,경기도 화성시 병점중앙로 148,031-8012-6581,031-280-8851
518,경기도,화성소방서,팔탄119안전센터,경기도 화성시 팔탄면 구장길 2,031-8012-6342,031-8012-6347
519,경기도,화성소방서,향남119안전센터,경기도 화성시 향남읍 향남로 399,031-8012-6501,031-280-8848
520,경기북부,가평소방서,가평119안전센터,경기도 가평군 가평읍 가화로 36번길,031-580-0501,031-280-8869
521,경기북부,가평소방서,설악119안전센터,경기도 가평군 설악면 한서로 7번길,031-580-0531,031-280-8866
522,경기북부,가평소방서,조종119안전센터,경기도 가평군 조종면 현창로 14번길,031-580-0521,031-280-8870
523,경기북부,고양소방서,능곡119안전센터,경기도 고양시 덕양구 토당로 48,031-931-0511,031-280-8558
524,경기북부,고양소방서,삼송119안전센터,경기도 고양시 덕양구 오금로 14,031-931-0521,031-280-8559
525,경기북부,고양소방서,원당119안전센터,경기도 고양시 덕양구 고양대로 1342,031-931-0501,031-280-8557
526,경기북부,고양소방서,행신119안전센터,경기도 고양시 덕양구 소원로 181번길 52,031-931-0531,031-280-8560
527,경기북부,고양소방서,화전119안전센터,경기도 고양시 덕양구 중앙로 78,031-931-0541,031-280-8561
528,경기북부,구리소방서,갈매119안전센터,경기도 구리시 산마루로 68,031-570-6529,031-280-8727
529,경기북부,구리소방서,교문119안전센터,경기도 구리시 아차산로 487번길 46,031-570-6509,031-280-8727
530,경기북부,구리소방서,인창119안전센터,경기도 구리시 건원대로 34번길 28,031-570-6519,031-280-8727
531,경기북부,남양주소방서,가운119안전센터,경기도 남양주시 가운로 16,031-590-0572,031-280-8656
532,경기북부,남양주소방서,다산119안전센터,경기도 남양주시 다산중앙로146번길 76,031-590-0582,031-280-8646
533,경기북부,남양주소방서,별내119안전센터,경기도 남양주시 송산로 41,031-590-0562,031-280-8654
534,경기북부,남양주소방서,오남119안전센터,경기도 남양주시 오남읍 진건오남로 772,031-590-0592,031-280-8655
535,경기북부,남양주소방서,와부119안전센터,경기도 남양주시 와부읍 덕소로 97번길 34-2,031-590-0532,031-280-8653
536,경기북부,남양주소방서,진건119안전센터,경기도 남양주시 진건읍 진건오남로 112-21,031-590-0552,031-280-8651
537,경기북부,남양주소방서,진접119안전센터,경기도 남양주시 진접읍 금강로 1509-25,031-590-0522,031-280-8650
538,경기북부,남양주소방서,평내119안전센터,경기도 남양주시 평내로 25,031-590-0502,031-280-8649
539,경기북부,남양주소방서,화도119안전센터,경기도 남양주시 화도읍 수레로 1260번길 25,031-590-0542,031-280-8652
540,경기북부,동두천소방서,불현119안전센터,경기도 동두천시 지행로 6,031-830-5501,031-280-8510
541,경기북부,동두천소방서,소요119안전센터,경기도 동두천시 평화로 2910번길 65,031-830-5511,031-280-8510
542,경기북부,양주소방서,고읍119안전센터,경기도 양주시 고덕로 266,031-849-8531,031-280-8839
543,경기북부,양주소방서,광적119안전센터,경기도 양주시 광적면 광적로 55,031-849-8521,031-280-8838
544,경기북부,양주소방서,남면119안전센터,경기도 양주시 남면 삼육사로 247,031-849-8541,031-280-8840
545,경기북부,양주소방서,백석119안전센터,경기도 양주시 백석읍 꿈나무로 156,031-849-8501,031-280-8836
546,경기북부,양주소방서,옥정119안전센터,경기도 양주시 옥정로8길 52,031-849-8561,031-280-8876
547,경기북부,양주소방서,장흥119안전센터,경기도 양주시 장흥면 일영로 794,031-849-8551,031-280-8841
548,경기북부,양주소방서,회천119안전센터,경기도 양주시 화합로 1272,031-849-8511,031-280-2237
549,경기북부,연천소방서,군남119안전센터,경기도 연천군 군남면 군남로 338,031-830-0541,031-280-8832
550,경기북부,연천소방서,백학119안전센터,경기도 연천군 백학면 백학산단길 16,031-830-0531,031-830-0539
551,경기북부,연천소방서,연천119안전센터,경기도 연천군 연천읍 차현로 92,031-830-0521,031-830-0529
552,경기북부,연천소방서,은대119안전센터,경기도 연천군 전곡읍 평화로 892,031-830-0501,031-280-8830
553,경기북부,연천소방서,전곡119안전센터,경기도 연천군 전곡읍 전곡로 27,031-830-0511,031-830-0519
554,경기북부,의정부소방서,금오119안전센터,경기도 의정부시 금오로23번길 22-40,031-849-7501,031-280-8641
555,경기북부,의정부소방서,녹양119안전센터,경기도 의정부시 체육로 248,031-849-7541,031-280-8640
556,경기북부,의정부소방서,민락119안전센터,경기도 의정부시 민락로 245,031-849-7554,031-280-5800
557,경기북부,의정부소방서,송산119안전센터,경기도 의정부시 충의로 90,031-849-7531,031-280-8643
558,경기북부,의정부소방서,호원119안전센터,경기도 의정부시 평화로322번길 7,031-849-7521,031-280-8642
559,경기북부,의정부소방서,흥선119안전센터,경기도 의정부시 의정로 48,031-849-7511,031-280-8640
560,경기북부,일산소방서,고봉119안전센터,경기도 고양시 일산동구 성현로 429,031-930-0551,031-280-8569
561,경기북부,일산소방서,대화119안전센터,경기도 고양시 일산서구 중앙로 1630,031-930-0571,031-280-8572
562,경기북부,일산소방서,문화119안전센터,경기도 고양시 일산동구 태극로 7,031-930-0581,031-280-8883
563,경기북부,일산소방서,백석119안전센터,경기도 고양시 일산동구 장백로 78,031-930-0511,031-280-8568
564,경기북부,일산소방서,장항119안전센터,경기도 고양시 일산동구 중앙로 1325,031-930-0501,031-280-8567
565,경기북부,일산소방서,주엽119안전센터,경기도 고양시 일산서구 주화로 82,031-930-0521,031-280-8570
566,경기북부,일산소방서,중산119안전센터,경기도 고양시 일산동구 중산로 218,031-930-0541,031-280-8571
567,경기북부,일산소방서,풍동119안전센터,경기도 고양시 일산동구 숲속마을로 10,031-930-0591,031-280-8573
568,경기북부,파주소방서,광탄119안전센터,경기도 파주시 광탄면 혜음로 1040,031-956-9532,031-956-9539
569,경기북부,파주소방서,교하119안전센터,경기도 파주시 청석로 301,031-956-9562,031-956-9569
570,경기북부,파주소방서,금촌119안전센터,경기도 파주시 가나무로 136,031-956-9512,031-956-9519
571,경기북부,파주소방서,법원119안전센터,경기도 파주시 법원읍 화합로 141,031-956-9522,031-956-9529
572,경기북부,파주소방서,운정119안전센터,경기도 파주시 와석순환로 90,031-956-9584,031-956-9589
573,경기북부,파주소방서,월롱119안전센터,경기도 파주시 월롱면 엘씨디로 310,031-956-9552,031-956-9559
574,경기북부,파주소방서,적성119안전센터,경기도 파주시 적성면 감악산로 1220,031-956-9572,031-956-9579
575,경기북부,파주소방서,탄현119안전센터,경기도 파주시 탄현면 필승로 458,031-956-9545,031-956-9549
576,경기북부,파주소방서,통일119안전센터,경기도 파주시 통일로 1564,031-956-9501,031-956-9509
577,경기북부,포천소방서,가산119안전센터,경기도 포천시 가산면 포천로 890,031-538-5541,031-280-8754
578,경기북부,포천소방서,군내119안전센터,경기도 포천시 군내면 호국로 1538 ,031-538-5511,031-280-8750
579,경기북부,포천소방서,내촌119안전센터,경기도 포천시 내촌면 내촌로 120,031-538-5551,031-280-8755
580,경기북부,포천소방서,선단119안전센터,경기도 포천시 호국로 1007-33,031-538-5571,031-280-8898
581,경기북부,포천소방서,소흘119안전센터,경기도 포천시 소흘읍 송우로 182,031-538-5511,031-280-8751
582,경기북부,포천소방서,영북119안전센터,경기도 포천시 영북면 영북로 144,031-538-5521,031-280-8752
583,경기북부,포천소방서,영중119안전센터,경기도 포천시 영중면 양문로 66,031-538-5561,031-280-8756
584,경기북부,포천소방서,일동119안전센터,경기도 포천시 일동면 영일로 978,031-538-5531,031-280-8753
585,강원도,강릉소방서,경포119안전센터,강원특별자치도 강릉시 해안로 502,033-644-2119,033-610-8539
586,강원도,강릉소방서,내곡119안전센터,강원특별자치도 강릉시 범일로 660,033-647-7119,033-610-8549
587,강원도,강릉소방서,옥계119안전센터,강원특별자치도 강릉시 옥계면 현내시장길 163,033-534-0119,033-610-8579
588,강원도,강릉소방서,옥천119안전센터,강원특별자치도 강릉시 용지로 139,033-648-2119,033-610-8529
589,강원도,강릉소방서,유천119안전센터,강원특별자치도 강릉시 선수촌로 64-28,033-645-0119,033-610-8519
590,강원도,강릉소방서,주문진119안전센터,강원특별자치도 강릉시 연곡면 연주로 226,033-662-2119,033-610-8559
591,강원도,강릉소방서,포남119안전센터,강원특별자치도 강릉시 하평2길 23,033-653-0119,033-610-8569
592,강원도,고성소방서,간성119안전센터,강원특별자치도 고성군 간성읍 수성로 37-11,033-680-7513,033-680-7519
593,강원도,고성소방서,거진119안전센터,강원특별자치도 고성군 거진읍 수외길 19,033-680-7522,033-680-7529
594,강원도,고성소방서,동광119안전센터,강원특별자치도 고성군 토성면 동해대로 5320,033-680-7532,033-680-7539
595,강원도,동해소방서,묵호119안전센터,강원특별자치도 동해시 일출로 29,033-532-2119,033-530-8529
596,강원도,동해소방서,북삼119안전센터,강원특별자치도 동해시 효자남길 33-10,033-521-3119,033-530-8539
597,강원도,동해소방서,북평119안전센터,강원특별자치도 동해시 공단1로 21,033-521-5119,033-530-8549
598,강원도,동해소방서,천곡119안전센터,강원특별자치도 동해시 천곡로 120,033-533-3119,033-530-8129
599,강원도,삼척소방서,근덕119안전센터,강원특별자치도 삼척시 근덕면 교가길 37,033-574-1119,033-570-8549
600,강원도,삼척소방서,도계119안전센터,강원특별자치도 삼척시 도계읍 도계강변3길 16,033-541-2119,033-570-8529
601,강원도,삼척소방서,봉황119안전센터,강원특별자치도 삼척시 봉황로 101,033-570-8510,033-570-8519
602,강원도,삼척소방서,원덕119안전센터,강원특별자치도 삼척시 원덕읍 삼척로 581,033-572-6119,033-570-8539
603,강원도,속초소방서,노학119안전센터,강원특별자치도 속초시 미시령로 3226,033-636-2119,033-630-2519
604,강원도,속초소방서,설악119안전센터,강원특별자치도 속초시 청봉로5길 37,033-636-7119,033-630-2529
605,강원도,속초소방서,영랑119안전센터,강원특별자치도 속초시 번영로 188,033-632-9119,033-630-2539
606,강원도,양구소방서,양구119안전센터,강원특별자치도 양구군 양구읍 중심로 92,033-480-4353,033-480-4509
607,강원도,양양소방서,강현119안전센터,강원특별자치도 양양군 강현면 장산1길 26,033-673-9119,033-639-7539
608,강원도,양양소방서,양양119안전센터,강원특별자치도 양양군 양양읍 남대천로 33,033-639-7511,033-639-7519
609,강원도,양양소방서,하조대119안전센터,강원특별자치도 양양군 현북면 동해대로 1155-33,033-672-2119,033-639-7529
610,강원도,영월소방서,산솔119안전센터,강원특별자치도 영월군 산솔면 응고개길 10-17,033-378-4119,033-371-7539
611,강원도,영월소방서,영월119안전센터,강원특별자치도 영월군 영월읍 영월로 1863,033-374-2119,033-371-7549
612,강원도,영월소방서,주천119안전센터,강원특별자치도 영월군 주천면 송학주천로 1467-15,033-372-7119,033-371-7529
613,강원도,원주소방서,기업119안전센터,강원특별자치도 원주시 기업도시로 220,033-731-6119,033-769-1479
614,강원도,원주소방서,단구119안전센터,강원특별자치도 원주시 강변로 255,033-763-1119,033-769-1539
615,강원도,원주소방서,명륜119안전센터,강원특별자치도 원주시 남원로 467,033-763-6119,033-769-1599
616,강원도,원주소방서,문막119안전센터,강원특별자치도 원주시 문막읍 문막시장1길 90,033-735-0119,033-769-1579
617,강원도,원주소방서,신림119안전센터,강원특별자치도 원주시 신림면 치악로 27,033-763-8118,033-769-1549
618,강원도,원주소방서,우산119안전센터,강원특별자치도 원주시 우산공단길 9,033-742-6119,033-742-1559
619,강원도,원주소방서,태장119안전센터,강원특별자치도 원주시 태장공단길 4,033-734-0119,033-769-1569
620,강원도,원주소방서,학성119안전센터,강원특별자치도 원주시 학성길 122,033-732-4119,033-769-1529
621,강원도,원주소방서,혁신119안전센터,강원특별자치도 원주시 동부순환로 201(반곡동),033-732-2119,033-769-1519
622,강원도,원주소방서,흥업119안전센터,강원특별자치도 원주시 흥업면 북원로 1569-81,033-765-2119,033-769-1589
623,강원도,인제소방서,기린119안전센터,강원특별자치도 인제군 기린면 대내로 34-14,033-461-5119,033-460-9539
624,강원도,인제소방서,원통119안전센터,강원특별자치도 인제군 북면 원통로 301,033-461-3119,033-460-9529
625,강원도,인제소방서,인제119안전센터,강원특별자치도 인제군 인제읍 비봉로 44번길 71,033-460-9518,
626,강원도,정선소방서,고한119안전센터,강원특별자치도 정선군 고한읍 강원남로 6455,033-591-3119,033-560-6539
627,강원도,정선소방서,사북119안전센터,강원특별자치도 정선군 사북읍 하이원길 29,033-592-2119,033-560-6559
628,강원도,정선소방서,신동119안전센터,강원특별자치도 정선군 신동읍 의림로 342,033-378-0119,033-560-6529
629,강원도,정선소방서,임계119안전센터,강원특별자치도 정선군 임계면 송계4길 9,033-562-6119,033-560-6549
630,강원도,정선소방서,조양119안전센터,강원특별자치도 정선군 정선읍 녹송로 27,033-560-6511,033-560-6519
631,강원도,철원소방서,갈말119안전센터,강원특별자치도 철원군 갈말읍 명성로 229,033-450-2540,033-450-2559
632,강원도,철원소방서,김화119안전센터,강원특별자치도 철원군 서면 약수로 76,033-450-2530,033-450-2549
633,강원도,철원소방서,동송119안전센터,강원특별자치도 철원군 동송읍 금학로 251길 17,033-450-2520,033-450-2529
634,강원도,철원소방서,태봉119안전센터,강원특별자치도 철원군 갈말읍 태봉로 1504,033-450-2510,033-450-2519
635,강원도,춘천소방서,강촌119안전센터,강원특별자치도 춘천시 소주고개로 680,033-262-2119,033-248-9559
636,강원도,춘천소방서,대룡119안전센터,강원특별자치도 춘천시 고은길 9,033-262-7119,033-248-9549
637,강원도,춘천소방서,소양119안전센터,강원특별자치도 춘천시 가연길 16,033-256-0119,033-248-9529
638,강원도,춘천소방서,신북119안전센터,강원특별자치도 춘천시 신북읍 신북로 35,033-243-5119,033-248-9569
639,강원도,춘천소방서,효자119안전센터,강원특별자치도 춘천시 효명길 8,033-251-0119,033-248-9539
640,강원도,춘천소방서,후평119안전센터,강원특별자치도 춘천시 후석로 446,033-241-0119,033-248-9519
641,강원도,태백소방서,장성119안전센터,강원특별자치도 태백시 석공길 16-9,033-581-6119,033-550-8529
642,강원도,태백소방서,철암119안전센터,강원특별자치도 태백시 동태백로 552,033-582-9119,033-550-8539
643,강원도,태백소방서,화전119안전센터,강원특별자치도 태백시 태백로 814,033-553-6119,033-550-8549
644,강원도,태백소방서,황지119안전센터,강원특별자치도 태백시 태백로 1120,033-552-2119,033-550-8519
645,강원도,평창소방서,대관령119안전센터,강원특별자치도 평창군 대관령면 올림픽로 62-20,033-335-5119,033-339-8549
646,강원도,평창소방서,대화119안전센터,강원특별자치도 평창군 대화면 평창대로 934,033-333-2119,033-339-8559
647,강원도,평창소방서,봉평119안전센터,강원특별자치도 평창군 봉평면 기풍로 107-6,033-336-0119,033-339-8539
648,강원도,평창소방서,진부119안전센터,강원특별자치도 평창군 진부면 진부로 37,033-335-7119,033-339-8529
649,강원도,평창소방서,평창119안전센터,강원특별자치도 평창군 평창읍 살구실길 10,033-332-2119,033-339-8519
650,강원도,홍천소방서,서석119안전센터,강원특별자치도 홍천군 서석면 풍암길2길 9,033-433-4119,033-439-2539
651,강원도,홍천소방서,양덕원119안전센터,강원특별자치도 홍천군 남면 시동로 46,033-432-4119,033-439-2529
652,강원도,홍천소방서,팔봉119안전센터,강원특별자치도 홍천군 서면 팔봉산로 523,033-434-0119,033-439-2549
653,강원도,홍천소방서,홍천119안전센터,강원특별자치도 홍천군 홍천읍 공작산로 99,033-435-0119,033-439-2129
654,강원도,화천소방서,사내119안전센터,강원특별자치도 화천군 문화마을1길 6,033-440-7525,033-440-7529
655,강원도,화천소방서,화천119안전센터,강원특별자치도 화천군 하남면 위라리길 47,033-440-7515,033-440-7519
656,강원도,횡성소방서,공근119안전센터,강원특별자치도 횡성군 공근면 영서로 130-5,033-344-3119,033-340-9549
657,강원도,횡성소방서,둔내119안전센터,강원특별자치도 횡성군 둔내면 고원남로 42,033-342-1119,033-340-9529
658,강원도,횡성소방서,우천119안전센터,강원특별자치도 횡성군 우천면 서동로 199,033-342-6119,033-340-9539
659,강원도,횡성소방서,횡성119안전센터,강원특별자치도 횡성군 횡성읍 문예로 157,033-340-9511,033-340-9129
660,충청북도,괴산소방서,괴산119안전센터,충청북도 괴산군 괴산읍 괴강로 69,043-760-0214,043-760-0219
661,충청북도,괴산소방서,청천119안전센터,충청북도  괴산군 청천면 선평길 78-9,043-760-0235,043-760-0239
662,충청북도,단양소방서,단양119안전센터,충청북도 단양군 단양읍 삼봉로 421-56,043-767-4210,043-767-4219
663,충청북도,단양소방서,매포119안전센터,충청북도  단양군 매포읍 평동4로 79,043-767-4237,043-767-4239
664,충청북도,보은소방서,구병산119안전센터,충청북도  보은군 마로면 관기송현로 48,043-773-0250,043-773-0259
665,충청북도,보은소방서,보은119안전센터,충청북도 보은군 보은읍 남부로 4415,043-773-0210,043-773-0219
666,충청북도,보은소방서,속리산119안전센터,충청북도  보은군 속리산면 법주사로 278,043-773-0230,043-773-0239
667,충청북도,영동소방서,영동119안전센터,충청북도 영동군 영동읍 영동황간로 174,043-740-7111,043-740-7129
668,충청북도,영동소방서,학산119안전센터,충청북도  영동군 학산면 서산로 92,043-740-7171,043-740-7179
669,충청북도,영동소방서,황간119안전센터,충청북도  영동군 황간면 황간로 132,043-740-7141,043-740-7159
670,충청북도,옥천소방서,옥천119안전센터,충청북도 옥천군 옥천읍 중앙로 132,043-730-1901,043-730-1909
671,충청북도,옥천소방서,이원119안전센터,충청북도 옥천군 묘목로 165,043-730-1971,043-732-2719
672,충청북도,옥천소방서,청산119안전센터,충청북도  옥천군 청산면 남부로 2306,043-730-1921,043-730-1929
673,충청북도,음성소방서,감곡119안전센터,충청북도  음성군 감곡면 음성로 2652,043-880-0449,043-878-1197
674,충청북도,음성소방서,금왕119안전센터,충청북도 음성군 금왕읍 응천서길 11,043-880-0383,043-877-0129
675,충청북도,음성소방서,대소119안전센터,충청북도  음성군 대소면 오산로 74,043-880-0430,043-878-1196
676,충청북도,음성소방서,삼성119안전센터,충청북도  음성군 삼성면 금일로 831,043-880-0470,043-878-0126
677,충청북도,음성소방서,음성119안전센터,충청북도  음성군 음성읍 음성로 122,043-880-0409,043-873-6119
678,충청북도,제천소방서,덕산119안전센터,충청북도 제천시 덕산면 약초로 57,043-641-7332,043-641-7286
679,충청북도,제천소방서,봉양119안전센터,충청북도  제천시 봉양읍 북부로1433,043-641-7408,043-641-7480
680,충청북도,제천소방서,의림지119안전센터,충청북도 제천시 신죽하로 164,043-641-7214,043-641-7283
681,충청북도,제천소방서,화산119안전센터,충청북도  제천시 강명길 17,043-641-7309,043-641-7380
682,충청북도,증평소방서,증평119안전센터,충청북도  증평군 충청대로 1789,043-830-0270,043-830-0155
683,충청북도,진천소방서,광혜원119안전센터,충청북도 진천군 광혜원면 화랑길 99,043-539-8221,043-539-8229
684,충청북도,진천소방서,덕산119안전센터,충청북도 진천군 덕산읍 초금로 606-1,043-539-8241,043-539-8249
685,충청북도,진천소방서,진천119안전센터,충청북도 진천군 진천읍 진광로 93,043-539-8201,043-539-8209
686,충청북도,청주동부소방서,내수119안전센터,충청북도  청주시 청원구 내수읍 청암로80,043-251-0275,043-251-0279
687,충청북도,청주동부소방서,문의119안전센터,충청북도  청주시 상당구 문의면 문의시내1길 8,043-251-0265,043-251-0269
688,충청북도,청주동부소방서,북문119안전센터,충청북도  청주시 상당구 상당로 168,043-251-0251,043-251-0259
689,충청북도,청주동부소방서,사천119안전센터,충청북도 청주시 청원구 밀레니엄1로 63,043-251-0240,043-251-0249
690,충청북도,청주동부소방서,영운119안전센터,충청북도 청주시 상당구 영운로 61,043-251-0220,043-251-0239
691,충청북도,청주동부소방서,오창119안전센터,충청북도  청주시 청원구 오창읍 중심상업2로 30,043-251-0285,043-251-0289
692,충청북도,청주서부소방서,가경119안전센터,충청북도 청주시 흥덕구 가경로 143,043-249-9240,043-249-9268
693,충청북도,청주서부소방서,남이119안전센터,충청북도  청주시 서원구 청남로 866,043-249-9847,043-260-6119
694,충청북도,청주서부소방서,복대119안전센터,충청북도  청주시 흥덕구 공단로 92,043-249-9802,043-265-0119
695,충청북도,청주서부소방서,사직119안전센터,충청북도  청주시 서원구 사직대로 229,043-249-9832,043-263-0119
696,충청북도,청주서부소방서,산남119안전센터,충청북도  청주시 서원구 산미로 70,043-249-9817,043-283-0119
697,충청북도,청주서부소방서,오송119안전센터,충청북도  청주시 흥덕구 오송생명3로 71-5,043-249-9862,043-239-2119
698,충청북도,청주서부소방서,옥산119안전센터,충청북도 청주시 흥덕구 오송가락로 1015,043-249-9180,043-268-1121
699,충청북도,충주소방서,목행119안전센터,충청북도 충주시 목행산단7로 9,043-841-3331,043-841-3329
700,충청북도,충주소방서,서충주119안전센터,충청북도  충주시 기업도시2로 30,043-841-3391,043-841-3395
701,충청북도,충주소방서,수안보119안전센터,충청북도  충주시 수안보면 관동길 9-7,043-841-3351,043-846-1119
702,충청북도,충주소방서,앙성119안전센터,충청북도  충주시 앙성면 가곡로 1019,043-841-3371,043-847-0118
703,충청북도,충주소방서,연수119안전센터,충청북도  충주시 동수10길 1,043-841-3382,043-857-7921
704,충청북도,충주소방서,주덕119안전센터,충청북도  충주시 주덕읍 신양로 35,043-841-3361,043-846-4119
705,충청북도,충주소방서,호암119안전센터,충청북도  충주시 호암대로 13,043-841-3341,043-844-8119
706,충청남도,계룡소방서,두마119안전센터,충청남도 계룡시 두마면 사계로 170,042-540-5363,042-841-0411
707,충청남도,계룡소방서,엄사119안전센터,충청남도 계룡시 엄사면 문화로 32,042-540-5331,042-540-5349
708,충청남도,공주소방서,계룡119안전센터,충청남도 공주시 계룡면 월암송정길 18,041-851-0422,041-852-3119
709,충청남도,공주소방서,동학사119안전센터,충청남도 공주시 반포면 동학사1로 110,041-851-0402,041-822-6108
710,충청남도,공주소방서,신관119안전센터,충청남도 공주시 의당로 31,041-851-0382,041-852-7119
711,충청남도,공주소방서,웅진119안전센터,충청남도 공주시 무령로 55,041-851-0332,041-851-0349
712,충청남도,공주소방서,유구119안전센터,충청남도 공주시 유구읍 유구외곽로 368,041-851-0362,041-841-7119
713,충청남도,공주소방서,정안119안전센터,충청남도 공주시 정안면 광정장터길 18,041-851-0442,
714,충청남도,금산소방서,금산119안전센터,충청남도 금산군 금산읍 삼풍로 2,041-750-1332,
715,충청남도,금산소방서,복진119안전센터,충청남도 금산군 진산면 읍내로 47-1,041-750-1382,041-752-1479
716,충청남도,금산소방서,추부119안전센터,충청남도 금산군 추부면 삼육로 47,041-750-1362,041-754-4399
717,충청남도,논산소방서,강경119안전센터,충청남도 논산시 강경읍 동안로 3,041-730-0362,041-745-0729
718,충청남도,논산소방서,내동119안전센터,충청남도 논산시 대학로 17,041-730-0332,041-730-0349
719,충청남도,논산소방서,반월119안전센터,충청남도 논산시 해월로 155,041-730-0402,041-733-3119
720,충청남도,논산소방서,연무119안전센터,충청남도 논산시 연무읍 동안로 1137,041-730-0382,041-742-7119
721,충청남도,논산소방서,연산119안전센터,충청남도 논산시 연산면 관창로 54,041-730-0429,041-735-9375
722,충청남도,당진소방서,기지시119안전센터,충청남도 당진시 송악읍 틀모시로 844,041-350-5442,041-352-6319
723,충청남도,당진소방서,당진119안전센터,충청남도 당진시 역천로 838,041-350-5338,041-350-5349
724,충청남도,당진소방서,석문119안전센터,충청남도 당진시 석문면 보덕포로 1069-21,041-350-5362,041-352-6789
725,충청남도,당진소방서,송악119안전센터,충청남도 당진시 송악읍 송악로 1019,041-350-5402,041-356-0016
726,충청남도,당진소방서,신평119안전센터,충청남도 당진시 신평면 신평길 133,041-350-5422,041-362-7119
727,충청남도,당진소방서,합덕119안전센터,충청남도 당진시 우강면 중방로 2,041-350-5382,041-363-3583
728,충청남도,보령소방서,명천119안전센터,충청남도 보령시 성주산로 63,041-930-0332,041-930-0349
729,충청남도,보령소방서,신흑119안전센터,충청남도 보령시 대천항로 205,041-930-0362,041-931-0217
730,충청남도,보령소방서,오천119안전센터,충청남도 보령시 오천면 충청수영로 701,041-930-0405,041-934-1190
731,충청남도,보령소방서,웅천119안전센터,충청남도 보령시 웅천읍 충서로 947,041-930-0383,041-932-5119
732,충청남도,보령소방서,주포119안전센터,충청남도 보령시 주포면 질재로 47-16,041-930-0424,041-935-0423
733,충청남도,부여소방서,백제119안전센터,충청남도 부여군 규암면 계백로 17,041-830-0332,041-830-0349
734,충청남도,부여소방서,사비119안전센터,충청남도 부여군 부여읍 쌍북리 184-11,041-830-0362,041-835-2119
735,충청남도,부여소방서,외산119안전센터,충청남도 부여군 외산면 만수로 235,041-830-0422,041-836-2119
736,충청남도,부여소방서,임천119안전센터,충청남도 부여군 임천면 성흥로179번길 1,041-830-0402,041-833-5119
737,충청남도,부여소방서,홍산119안전센터,충청남도 부여군 홍산면 북촌리 229-2,041-830-0382,041-835-9119
738,충청남도,서산소방서,대산119안전센터,충청남도 서산시 대산읍 망일산로 831-15,041-689-0362,041-681-5019
739,충청남도,서산소방서,동부119안전센터,충청남도 서산시 학동3로 52,041-689-0382,041-668-4118
740,충청남도,서산소방서,부석119안전센터,충청남도 서산시 부석면 강경벌로 10,041-689-0422,041-669-1196
